Sl No,date,day,shift,coursecode,roomno,rollnolist
212,23-09-2025,Tuesday,Evening,EE1101,102,"2501CS36,2501ES11,2501ES21,2501ME16,2501ME60,2501EC15,2501EC16,2501MC01,2501MC35,2501MC30,2501EE03,2501MC27,2501ME22,2501MM29,2501CS74,2501CS30,2501ES19,2501ME11,2501EC46,2501EE21,2501ME34,2501ME05,2501C37,2501ME25,2501EC13,2501EE20,2501ME06,2501CS52,2501ME71,2501CS69,2501ES13,2501EE30,2501MM42,2501EE42,2501CS59,2501ME63,2501PH19,2501EE35,2501ME81,2501ME55,2501ES05,2501EC48,2501CS82,2501EC14,2501MM04,2501PH08,2501MM39,2501MM36,2501CS40,2501ME19,2501ES09,2501CS34,2501CS32,2501EC06,2501ME27,2501PH03,2501MC23,2501MC3,2501EE31,2501MM16,2501PH28,2501ES15,2501EC09,2501EC44"
213,23-09-2025,Tuesday,Evening,ME1102,102,"2501AI01,2501AI02,2501AI03,2501AI04,2501AI05,2501AI06,2501AI07,2501AI08,2501AI09,2501AI10,2501AI11,2501AI12,2501AI13,2501AI14,2501AI15,2501AI16,"
214,23-09-2025,Tuesday,Evening,ME1102,104,"2501AI17,2501AI18,2501AI19,2501AI20,2501AI21,2501AI22,2501AI23,2501AI24,2501AI25,2501AI26,2501AI27,2501AI28,2501AI29,2501AI30,2501AI31,2501AI32,2501AI33,2501AI34,2501AI35,2501AI36,2501AI37,2501AI38,2501AI39,2501AI40,2501AI41,2501AI42,2501AI43,2501AI44,2501AI45,2501AI46,2501AI47,2501AI48,2501AI49,2501CB01,2501CB02,2501CB03,2501CB04,2501CB05,2501CB06,2501CB08,2501CB10,2501CB11,2501CB12,2501CB13,2501CB14,2501CB15,2501CB16,2501CB17,2501CB18,2501CB19,2501CB20,2501CB21,2501CB22,2501CB23,2501CB24,2501CB25,2501CB26,2501CB27,2501CB28,2501CB29,2501CB30,2501CB31,2501CB32,2501CB33,2501CB34,2501CB35,2501CB36,2501CB38,2501CB39,2501CB40,2501CB41,2501CB42,2501CB43,2501CB44,2501CB45,2501CB46,2501CB47,2501CB48,2501CB49,2501CB50,"
215,23-09-2025,Tuesday,Evening,ME1102,107,"2501CB51,2501CB52,2501CB53,2501CB54,2501CB55,2501CB56,2501CB58,2501CB59,2501CB60,2501CB61,2501CB62,2501CB63,2501CB64,2501CB65,2501CE01,2501CE02,2501CE03,2501CE04,2501CE05,2501CE06,2501CE07,2501CE08,2501CE09,2501CE10,2501CE11,2501CE12,2501CE13,2501CE14,2501CE15,2501CE16,2501CE17,2501CE18,2501CE19,2501CE20,2501CE21,2501CE22,2501CE23,2501CE24,2501CE25,2501CE26,2501CE27,2501CE28,2501CE29,2501CE30,2501CE31,2501CE32,2501CE33,2501CE35,2501CE36,2501CE37,2501CE38,2501CE39,2501CE40,2501CE41,2501CE42,2501CE43,2501CE44,2501CE45,2501CE46,2501CE47,2501CE48,2501CE49,2501CE50,2501CE51,2501CE52,2501CE53,2501CE54,2501CE55,2501CE56,2501CE57,2501CE58,2501CE59,2501CE60,2501CE61,2501CE62,2501CE63,2501CE64,2501CE65,2501CE68,2501CE69,"
216,23-09-2025,Tuesday,Evening,CB3103,108,"2301CB01,2301CB02,2301CB03,2301CB04,2301CB05,2301CB06,2301CB07,2301CB08,2301CB09,2301CB10,2301CB11,2301CB13,2301CB14,2301CB15,2301CB16,2301CB17,2301CB19,2301CB21,2301CB22,2301CB23,2301CB24,2301CB26,2301CB27,2301CB28,2301CB30,2301CB31,2301CB32,2301CB33,2301CB34,2301CB35,"
217,23-09-2025,Tuesday,Evening,ME1102,109,"2501CS01,2501CS02,2501CS03,2501CS04,2501CS05,2501CS07,2501CS08,2501CS09,2501CS11,2501CS12,2501CS13,2501CS14,2501CS15,2501CS16,2501CS17,2501CS18,2501CS19,2501CS20,2501CS25,2501CS26,2501CS27,2501CS28,2501CS89,2501CT01,2501CT02,2501CT03,2501CT04,2501CT05,2501CT06,2501CT07,2501CT08,2501CT09,2501CT11,2501CT12,2501CT13,2501CT14,2501CT15,2501CT16,2501CT17,2501CT18,2501CT19,2501CT20,2501CT21,2501CT22,2501CT23,2501CT24,2501CT25,2501CT26,2501CT27,2501CT28,2501CT29,2501CT30,2501CT31,2501CT32,2501CT33,2501CT35,2501CT36,2502CM01,2502CM02,2502CM03,2502CM04,2502CM05,2502CM06,2502CM07,2502CM08,2502CS01,2502CS02,2502CS03,2502CS04,2502CS05,2502CS06,2502CS07,2502CS09,2502GT01,2502GT02,2502GT03,2502GT04,2502GT06,2502GT09,2502MC01,"
218,23-09-2025,Tuesday,Evening,HS7101,205,"2422HS05,2422HS07,2422HS10,2422HS11,2422HS12,2422HS14,2521HS01,2521HS02,2521HS03,2521HS04,2521HS05,2521HS06,2521HS07,2521HS08,2521HS10,2521HS11,2521HS12,"
219,23-09-2025,Tuesday,Evening,CE2104,205,"2401CE01,2401CE02,2401CE03,2401CE04,2401CE05,2401CE06,2401CE07,2401CE08,2401CE09,2401CE11,"
221,23-09-2025,Tuesday,Evening,CB3103,301,"2301CB36,2301CB37,2301CB38,2301CB40,2301CB41,2301CB42,2301CB43,2301CB44,2301CB45,2301CB46,2301CB47,2301CB48,2301CB49,2301CB50,2301CB51,2301CB52,2301CB53,2301CB54,2301CB55,2301CB56,2301CB57,2301CB58,2301CB59,2301CB61,2301CB62,2301CB63,2301CB64,2301CB65,2301CB66,2301CB67,"
222,23-09-2025,Tuesday,Evening,EC3104,301,"2301EC02,2301EC03,2301EC05,2301EC06,2301EC07,2301EC08,"
223,23-09-2025,Tuesday,Evening,MM3103,302,"2301MM02,2301MM03,2301MM04,2301MM05,2301MM06,2301MM07,2301MM08,2301MM09,2301MM10,2301MM11,2301MM12,2301MM13,2301MM15,2301MM17,2301MM18,2301MM19,"
224,23-09-2025,Tuesday,Evening,CH3102,302,"2301CT02,2301CT04,2301CT06,2301CT07,2301CT08,2301CT09,2301CT10,2301CT11,2301CT12,2301CT13,2301CT14,2301CT15,2301CT16,2301CT17,2301CT18,2301CT19,2301CT20,2301CT21,"
225,23-09-2025,Tuesday,Evening,MA3103,303,"2301MC04,2301MC05,2301MC07,2301MC08,2301MC09,2301MC10,2301MC11,2301MC12,2301MC13,2301MC14,2301MC15,2301MC16,2301MC17,2301MC18,2301MC19,2301MC20,2301MC21,2301MC22,2301MC23,2301MC24,2301MC25,2301MC26,2301MC28,2301MC29,2301MC30,2301MC31,2301MC32,2301MC33,2301MC34,2301MC35,2301MC36,2301MC37,2301MC38,2301MC39,2301MC40,2301MC41,2301MC42,2301MC43,2301MC44,2301MC45,2301MC46,2301MC47,2301MC49,2301MC50,2301MC51,2301MC52,2301MC53,2301MC54,2301MC55,2301MC57,2301MC58,2301MC59,2301MC60,2301MC61,2302MC01,2302MC02,2302MC03,2302MC04,2302MC05,2302MC06,2302MC07,2302MC09,2302MC10,2302MC11,2302MC12,"
226,23-09-2025,Tuesday,Evening,CH3102,303,"2301CT22,2301CT23,2301CT24,2301CT25,2301CT26,2301CT27,2301CT28,2301CT31,2301CT32,2301CT33,2301CT34,2301CT35,2301CT36,2301CT37,"
227,23-09-2025,Tuesday,Evening,MA4107,304,"2512MA01,2512MA01,2512MA02,2512MA03,2512MA04,2512MA05,2512MA05,2512MA06,2512MA07,2512MA07,2512MA08,2512MA08,2512MA09,2512MA10,2512MA11,2512MA12,2512MA12,2512MA13,2512MA13,2512MA14,2512MA15,"
228,23-09-2025,Tuesday,Evening,CE6116,304,"2411CE50,2421CE17,2422CE08,2511ST01,2511ST02,2511ST04,2511ST05,2511ST06,2511ST07,2511ST08,2511ST09,2511ST11,2511ST12,2511ST14,2511ST15,"
229,23-09-2025,Tuesday,Evening,EC3104,305,"2301EC09,2301EC10,2301EC11,2301EC12,2301EC13,2301EC14,2301EC15,2301EC16,2301EC17,2301EC18,2301EC19,2301EC20,2301EC21,2301EC21,2301EC22,2301EC23,2301EC24,2301EC25,2301EC26,2301EC27,2301EC28,2301EC29,2301EC30,2301EC31,2301EC32,2301EC33,2301EC34,2301EC35,2301EC36,2301EC37,2301EC38,2301EC39,"
230,23-09-2025,Tuesday,Evening,ME3103,307,"2301ME01,2301ME04,2301ME05,2301ME07,2301ME09,2301ME10,2301ME11,2301ME12,2301ME13,2301ME14,2301ME15,2301ME16,2301ME17,2301ME18,2301ME19,2301ME20,2301ME21,2301ME22,2301ME23,2301ME24,2301ME25,2301ME26,2301ME27,2301ME28,2301ME29,2301ME30,2301ME32,2301ME33,"
231,23-09-2025,Tuesday,Evening,MM3103,307,"2301MM21,2301MM22,2301MM23,"
232,23-09-2025,Tuesday,Evening,EC3104,307,"2301EC40,"
233,23-09-2025,Tuesday,Evening,ME3103,308,"2301ME34,2301ME35,2301ME36,2301ME37,2301ME38,2301ME39,2301ME41,2301ME42,2301ME43,2301ME44,2301ME45,2301ME46,2301ME47,2301ME48,2301ME49,2301ME51,2301ME52,2301ME53,2301ME54,2301ME55,2301ME56,2301ME57,2301ME58,2301ME59,2301ME60,2301ME61,2301ME63,2301ME64,2301ME65,2301ME66,2301ME68,2301ME69,2301ME70,2301ME71,2301ME72,2301ME73,2301ME74,2301ME75,2301ME77,2301ME78,2301ME79,2301ME80,2302MT01,2302MT02,2302MT03,2302MT04,2302MT05,2302MT06,2302MT07,2302MT08,2302MT09,2303ME01,2303ME02,2303ME03,2303ME04,2303ME05,2303ME06,2303ME07,2303ME08,2303ME09,2303ME10,2303ME11,2303ME12,2303ME13,2303ME14,"
234,23-09-2025,Tuesday,Evening,MM3103,308,"2301MM24,2301MM25,2301MM26,2301MM27,2301MM29,2301MM30,2301MM31,2301MM32,2301MM33,2301MM34,2301MM35,2301MM36,2301MM37,"
235,23-09-2025,Tuesday,Evening,ME1102,501,"2502MC02,2502MC03,2502MC04,2502MC05,2502MC06,2502MC07,2502MC08,2502MC10,2502MT01,2502MT02,2502MT03,2502MT04,2502MT05,2502MT06,2502MT07,2502MT08,2502MT09,2502MT10,2502PC01,2502PC02,2502PC03,2502PC04,2502PC05,2502PC06,2502PC07,2502PC08,2502PC09,2502PC10,2502ST01,2502ST02,2502ST03,2502ST04,"
236,23-09-2025,Tuesday,Evening,ME1102,502,"2502ST05,2502ST06,2502ST07,2502ST08,2502ST09,2502ST10,2502VL01,2502VL02,2502VL03,2502VL04,2502VL06,2502VL07,2502VL08,2502VL09,2502VL10,2503AI01,2503AI02,2503AI03,2503AI04,2503CB01,2503CB02,2503CB03,2503CB04,2503CB05,2503CE01,2503CE02,2503CE03,2503CE04,2503CE05,2503CE06,2503CS01,2503CS02,2503CS03,2503CS04,2503CS05,2503CT01,2503CT02,2503CT03,2503EC01,2503EC02,2503EC03,2503EC04,2503EE01,2503EE02,2503EE03,2503EE04,2503EE05,2503EE06,2503ES01,2503ES02,2503ES03,2503ES04,2503ES05,2503MC01,2503MC02,2503MC03,2503MC04,2503MC05,2503ME01,2503ME02,2503ME03,2503ME04,2503ME05,2503ME06,2503ME07,2503ME08,2503ME09,2503ME10,2503ME11,2503ME12,2503ME13,2503ME14,2503ME15,2503MM01,2503MM02,2503MM03,2503MM04,2503PH01,2503PH02,2503PH03,2503PH04,"
237,23-09-2025,Tuesday,Evening,EE1101,LT001,"2501MC07,2501ME04,2501CS44,2501EE01,2501EC01,2501ME75,2501EC50,2501MC33,2501MM07,2501EE33,2501PH37,2501MC31,2501EC23,2501PH24,2501MM19,2501PH38,2501ME82,2501MC20,2501PH36,2501MC17,2501ME42,2501CS55,2501ME57,2501MM40,2501MM32,2501CS48,2501ME44,2501EC11,2501MC11,2501MM03,2501EC32,2501EE39,2501PH07,2501ME29,2501CS50,2501ME41,2501ME21,2501EC27,2501PH25,2501PH26,2501MM37,2501ME26,2501PH29,2501EC36,2501ME15,2501MM25,2501EC40,2501ES22,2501MC28,2501MM10"
238,23-09-2025,Tuesday,Evening,CS3102,LT001,"2301AI01,2301AI02,2301AI03,2301AI04,2301AI05,2301AI06,2301AI07,2301AI08,2301AI09,2301AI10,2301AI11,2301AI12,2301AI13,2301AI14,2301AI15,2301AI16,2301AI17,2301AI18,2301AI19,2301AI20,2301AI21,2301AI22,2301AI23,2301AI24,2301AI25,2301AI26,2301AI28,2301AI29,2301AI30,2301AI31,2301AI32,2301AI33,2301AI34,2301AI35,2301AI36,2301AI38,2301AI39,2301AI40,2301AI41,2301AI42,2301AI43,2301AI44,2301AI45,2301AI46,2301AI47,2301AI48,2301AI49,2301AI50,2301AI51,2301AI52,"
239,23-09-2025,Tuesday,Evening,EE1101,LT002,"2501EC34,2501ME65,2501ME77,2501MM43,2501CS54,2501PH21,2501CS33,2501ME74,2501EC17,2501EC30,2501CS84,2501EC49,2501CS45,2501ME33,2501EE11,2501MC43,2501EC07,2501CS39,2501ME03,2501MC08,2501EE18,2501EC29,2501EE40,2501PH33,2501MC25,2501ME50,2501CS57,2501CS67,2501CS78,2501PH06,2501CS38,2501CS31,2501MM15,2501EC39,2501MM34,2501EE41,2501PH05,2501EC12,2501EC20,2501ME68"
240,23-09-2025,Tuesday,Evening,CS3102,LT002,"2301AI53,2301AI54,2301AI55,2301AI56,2301AI57,2301CS01,2301CS02,2301CS03,2301CS04,2301CS05,2301CS06,2301CS07,2301CS08,2301CS09,2301CS10,2301CS11,2301CS12,2301CS13,2301CS14,2301CS15,2301CS16,2301CS17,2301CS18,2301CS19,2301CS20,2301CS21,2301CS22,2301CS23,2301CS24,2301CS25,2301CS26,2301CS27,2301CS28,2301CS29,2301CS30,"
241,23-09-2025,Tuesday,Evening,EC3104,LT002,"2301EC41,2301EC42,2301EC44,2301EC45,2301EC47,"
242,23-09-2025,Tuesday,Evening,EE1101,LT003,"2501CS58,2501MC13,2501ES14,2501PH13,2501PH32,2501CS43,2501CS77,2501ME78,2501EE09,2501MM28,2501ES10,2501EE08,2501EC41,2501CS70,2501EE14,2501PH35,2501ME14,2501MM26,2501MC16,2501ME47,2501ME46,2501MM09,2501PH04,2501MC46,2501MC47,2501CS87,2501ME62,2501PH17,2501EC35,2501CS60,2501EE17,2501MM41,2501MM38,2501EE27,2501CS88,2501ME79,2501MM06,2501MC38,2501PH31,2501EC25,2501EE06,2501ME01,2501ME08,2501EC21,2501ME35,2501ME66,2501MM33,2501PH22,2501MC26,2501ME52,2501MC39,2501MC09,2501ME30,2501ME49,2501CS41,2501ME39,2501MM20,2501EC10,2501PH18,2501CS80,2501CS83,2501ME40,2501PH20,2501CS49,2501CS65,2501EE44,2501ME80,2501ME28,2501CS63,2501ME61,2501CS66,2501CS68,2501EE05,2501PH34,2501ME12"
243,23-09-2025,Tuesday,Evening,CE2104,LT003,"2401CE13,2401CE15,2401CE16,2401CE17,2401CE18,2401CE19,2401CE20,2401CE21,2401CE22,2401CE23,2401CE25,2401CE26,2401CE28,2401CE29,2401CE30,2401CE31,2401CE32,2401CE33,2401CE34,2401CE35,2401CE36,2401CE37,2401CE38,2401CE39,2401CE40,2401CE41,2401CE42,2401CE43,2401CE44,2401CE45,2401CE46,2401CE47,2401CE48,2401CE49,2401CE50,2401CE51,2401CE52,2401CE53,2401CE54,2401CE55,2401CE56,2401CE57,2401CE58,2401CE60,2401CE61,2401CE62,2401CE63,2401CE64,2401EC56,2401EE51,2401EE53,2401EE54,2401EE55,2401MC56,2402GT01,2402GT02,2402GT03,2402GT04,2402GT06,2402GT07,2402GT08,2402MC11,2402MT09,2402ST01,2402ST03,2402ST04,2402ST05,2402ST06,2402ST07,2402ST08,2403CE01,2403CE02,2403CE03,2403CE04,"
244,23-09-2025,Tuesday,Evening,EE1101,LT101,"2501MM17,2501ME24,2501MM21,2501EE36,2501CS51,2501ES18,2501ME07,2501MC42,2501MM24,2501MM31,2501EC47,2501ME02,2501EC24,2501MM02,2501CS72,2501EC18,2501MC36,2501EE12,2501MC14,2501ES01,2501ES17,2501CS56,2501CS29,2501EC38,2501ME13,2501MC37,2501EE07,2501EC26,2501ME09,2501CS46,2501ME73,2501MC34,2501CS76,2501EC33,2501ME53,2501EE38,2501EE28,2501EE25,2501ME83,2501PH23,2501MC40,2501ME72,2501CS61,2501MC45,2501EC28,2501CS35,2501EE15,2501ME59,2501ES08,2501ME64"
245,23-09-2025,Tuesday,Evening,EC3104,LT101,"2301EC48,2301EC49,2301EC50,2301EC51,2301EC52,2301EC53,2301EC54,2301EC55,2301EC56,2301EC57,2301EC58,2301EC59,2301EC60,2301EE01,2301EE02,2301EE03,2301EE04,2301EE05,2301EE06,2301EE08,2301EE09,2301EE11,2301EE12,2301EE14,2301EE15,2301EE16,2301EE17,2301EE18,2301EE20,2301EE22,2301EE24,2301EE25,2301EE26,2301EE27,2301EE28,2301EE30,2301EE32,2301EE33,2301EE34,2301EE36,2301EE38,2301EE39,2301EE40,2301EE41,2301EE42,2301EE43,2301EE44,2301EE46,2301EE47,2301EE48,"
246,23-09-2025,Tuesday,Evening,EE1101,LT102,"2501CS64,2501MM22,2501EE23,2501EE34,2501EE37,2501EC05,2501EC43,2501MC04,2501MM18,2501EE24,2501EE45,2501PH11,2501PH10,2501ES04,2501PH15,2501ME10,2501ES20,2501MC44,2501ME18,2501MM05,2501ME36,2501EC02,2501MM23,2501ME20,2501EC22,2501MM35,2501PH30,2501MC06,2501MC12,2501MC19,2501ME37,2501EC04,2501PH16,2501ME56,2501MM27,2501CS73,2501MC05,2501ES02,2501CS42,2501CS62"
247,23-09-2025,Tuesday,Evening,EC3104,LT102,"2301EE49,2301EE50,2301EE51,2301EE52,2301EE53,2301EE54,2301EE55,2301EE56,2301EE57,2301EE58,2301EE59,2301EE60,2301EE61,2302CM01,2302CM02,2302CM03,2302CM04,2302CM05,2302CM06,2302CM07,2302CM08,2302CM09,2302PC02,2302PC03,2302PC04,2302PC06,2302PC07,2302PC08,2302PC09,2302PC10,2302VL01,2302VL02,2302VL03,2302VL04,2302VL05,2302VL06,2302VL07,2302VL08,2302VL09,2302VL10,"
248,23-09-2025,Tuesday,Evening,EE1101,LT103,"2501CS81,2501EC03,2501PH02,2501EC45,2501MC24,2501MM01,2501CS86,2501ME51,2501PH14,2501CS47,2501MC03,2501EE16,2501EE04,2501MC22,2501MC21,2501MM12,2501ES07,2501MC29,2501EE43,2501MC10,2501EE29,2501EC37,2501ME38,2501ME58,2501MM11,2501ME32,2501ME45,2501MM14,2501ME17,2501EE22,2501MC41,2501EE19,2501PH09,2501ME76,2501ME23,2501MM30,2501ME43,2501MC48,2501EE10,2501EE13,2501MC02,2501ME67,2501MM13,2501MC18,2501ME54,2501PH12,2501ES16,2501EC42,2501ME31,2501EC08,2501CS85,2501EE26,2501EC31,2501ME70,2501CS71,2501CS79,2501MM08,2501PH01,2501ES06,2501EE02,2501CS53,2501ME69,2501ES12,2501MC15,2501EC19,2501CS75,2501ES03,2501PH27,2501EE32,2501ME48,2501CS21,2501CS10,2501CS23,2501CS06,2501CS22"
249,23-09-2025,Tuesday,Evening,CS3102,LT103,"2301CS31,2301CS32,2301CS33,2301CS34,2301CS35,2301CS36,2301CS37,2301CS38,2301CS39,2301CS40,2301CS41,2301CS42,2301CS43,2301CS44,2301CS45,2301CS46,2301CS47,2301CS48,2301CS49,2301CS50,2301CS51,2301CS52,2301CS53,2301CS54,2301CS55,2301CS56,2301CS57,2301CS58,2301CS59,2301CS60,2301CS61,2301CS63,2301CS64,2301CS65,2301CS66,2301CS67,2301CS68,2301CS69,2301CS70,2301CS71,2301CS72,2301CS73,2301CS74,2301CS75,2301CS76,2301CS77,2301CS78,2301CS79,2301CS80,2301CS81,2301CS82,2301CS83,2301CS84,2301CS85,2301CS86,2301CS87,2301CS88,2301CS89,2301CS90,2301CS91,2301CS92,2301CS93,2301CS94,2301CS95,2302CS01,2302CS02,2302CS03,2302CS04,2302CS05,2302CS06,2302CS07,2302CS08,2302CS09,2302CS10,2302CS11,"
250,23-09-2025,Tuesday,Evening,EC3104,LT003,"2302VL11,"
251,23-09-2025,Tuesday,Evening,MA4107,502,"2512MA15,2512MA16,2512MA16,2512MA17,2512MA18,2512MA19,2512MA19,2512MA20,2512MA21,"
252,23-09-2025,Tuesday,Evening,MM3103,205,"2301MM38,2301MM39,2301MM40,"
253,24-09-2025,Wednesday,Morning,CH4102,102,"2512CH01,2512CH02,2512CH03,2512CH04,2512CH05,2512CH06,2512CH07,2512CH08,2512CH09,2512CH10,2512CH11,2512CH12,2512CH13,2512CH14,2512CH15,2512CH16,2512CH17,2512CH18,2512CH19,2512CH20,2512CH21,2512CH22,2512CH24,2512CH25,2512CH26,2512CH27,"
254,24-09-2025,Wednesday,Morning,CH2102,102,"2401AI51,2401AI52,2401CT01,2401CT03,2401CT04,2401CT05,2401CT06,2401CT07,2401CT09,2401CT10,2401CT11,2401CT12,2401CT13,2401CT14,2401CT15,2401CT16,2401CT17,2401CT18,2401CT19,2401CT20,2401CT21,2401CT22,2401CT23,2401CT25,2401CT26,2401CT28,2401CT29,2401CT30,2401CT31,2401CT32,2401CT34,2401CT35,2401CT36,2401EC53,2401MC57,2403CT01,"
255,24-09-2025,Wednesday,Morning,EC5103,102,"2511CM01,2511CM02,2511CM03,2511CM04,2511CM05,2511CM06,2511CM07,2511CM08,2511CM09,2511CM10,2511CM11,2511CM12,2511CM14,2511CM15,2511CM16,2511CM17,"
256,24-09-2025,Wednesday,Morning,CE3101,104,"2301CE02,2301CE03,2301CE04,2301CE05,2301CE06,2301CE08,2301CE09,2301CE10,2301CE11,2301CE12,2301CE14,2301CE15,2301CE16,2301CE17,2301CE18,2301CE19,2301CE20,2301CE21,2301CE22,2301CE23,2301CE24,2301CE25,2301CE26,2301CE27,2301CE28,2301CE29,2301CE30,2301CE33,2301CE34,2301CE35,2301CE36,2301CE37,2301CE38,2301CE39,2301CE40,2301CE41,2301CE42,2301CE43,2301CE44,2301CE45,2301CE46,2301CE47,2301CE48,2301CE49,2301CE50,2301CE51,2301CE52,2301CE53,2301CE54,2301CE55,2301CE56,2301CE57,2301CE58,2301CE59,2301CE60,2301CE62,2301CE64,2301CE65,2301CE66,2301CE68,2301CE70,2302GT01,2302GT02,2302GT03,2302GT04,2302GT05,2302GT06,2302GT08,2302ST02,2302ST03,2302ST04,2302ST05,2302ST06,2302ST07,2302ST08,"
257,24-09-2025,Wednesday,Morning,MM5103,104,"2511MM01,2511MM04,2511MM05,2511MM06,2511MM09,"
258,24-09-2025,Wednesday,Morning,CB2101,107,"2401CB01,2401CB02,2401CB03,2401CB04,2401CB05,2401CB06,2401CB07,2401CB08,2401CB09,2401CB10,2401CB11,2401CB12,2401CB14,2401CB15,2401CB16,2401CB17,2401CB18,2401CB19,2401CB21,2401CB22,2401CB23,2401CB25,2401CB26,2401CB27,2401CB29,2401CB30,2401CB31,2401CB32,2401CB33,2401CB34,2401CB35,2401CB36,2401CB38,2401CB40,2401CB41,2401CB42,2401CB43,2401CB44,2401CB45,2401CB46,2401CB48,2401CB50,2401CB52,2401CB53,2401CB54,2401CB55,2401CB56,2401CB58,2401CB59,2401CB60,2401CB61,2401CB62,2401CB63,2401CB64,2401CB65,2401CB66,2401CB67,2401CB68,2401CB69,2401CB70,2401EC54,2401EC57,2401EC60,2401EC61,2401EC63,2401EE52,2401MC54,2403CB01,2403CB02,2403CB03,2403CB04,"
261,24-09-2025,Wednesday,Morning,MM2102,109,"2401CS90,2401EC50,2401EC52,2401EE56,2401MM01,2401MM02,2401MM03,2401MM04,2401MM05,2401MM06,2401MM07,2401MM08,2401MM09,2401MM10,2401MM12,2401MM13,2401MM14,2401MM15,2401MM17,2401MM18,2401MM19,2401MM21,2401MM22,2401MM23,2401MM24,2401MM25,2401MM26,2401MM27,2401MM28,2401MM29,2401MM30,2401MM31,2401MM32,2401MM33,2401MM34,2401MM35,2401MM36,2401MM39,2403MM01,2403MM02,2403MM03,2403MM04,2403MM05,"
262,24-09-2025,Wednesday,Morning,PH4103,109,"2512PH01,2512PH02,2512PH03,2512PH04,2512PH06,2512PH07,2512PH08,2512PH09,2512PH10,2512PH11,2512PH12,2512PH13,2512PH14,2512PH15,2512PH16,2512PH17,2512PH18,2512PH19,2512PH20,2512PH22,2512PH23,2512PH26,"
263,24-09-2025,Wednesday,Morning,ME5105,109,"2511TF01,2511TF02,2511TF03,2511TF04,2511TF05,2511TF06,2511TF08,2511TF09,2511TF10,2511TF11,2511TF12,"
264,24-09-2025,Wednesday,Morning,MA2102,303,"2401AI50,2401AI53,2401CS96,2401MC01,2401MC02,2401MC03,2401MC04,2401MC05,2401MC06,2401MC07,2401MC08,2401MC09,2401MC10,2401MC11,2401MC12,2401MC13,2401MC14,2401MC15,2401MC16,2401MC17,2401MC18,2401MC19,2401MC20,2401MC21,2401MC22,2401MC23,2401MC24,2401MC25,2401MC26,2401MC27,2401MC29,2401MC30,2401MC31,2401MC32,2401MC33,2401MC34,2401MC35,2401MC36,2401MC37,2401MC38,2401MC39,2401MC40,2401MC42,2401MC43,2401MC44,2401MC46,2401MC47,2401MC48,2401MC49,2401MC50,2401MC51,2401MC52,2401MC53,2401MC54,2401MC55,2401MC56,2401MC57,2401MC58,2402CS11,2402MC01,2402MC02,2402MC03,2402MC05,2402MC06,2402MC07,2402MC08,2402MC09,2402MC10,2402MC11,2402MC12,2403MC01,2403MC02,2403MC03,2403MC04,2403MC05,"
265,24-09-2025,Wednesday,Morning,EE5103,303,"2511PC01,2511PC02,2511PC04,"
266,24-09-2025,Wednesday,Morning,ME5103,304,"2511AM01,2511AM02,2511AM03,2511AM04,2511AM05,2511AM06,2511AM07,2511AM08,2511MD01,2511MD02,2511MD03,2511MD04,2511MD05,2511MD06,2511MD07,2511MD08,2511MD09,2511MD11,2511MD12,2511MD13,2511MD14,2511MD15,"
267,24-09-2025,Wednesday,Morning,CS2104,304,"2401AI01,2401AI02,2401AI03,2401AI04,2401AI05,2401AI06,2401AI07,2401AI08,2401AI09,2401AI10,"
268,24-09-2025,Wednesday,Morning,MH5101,308,"2511MT01,2511MT02,2511MT03,2511MT04,2511MT05,2511MT06,2511MT07,2511MT08,2511MT09,2511MT10,2511MT11,2511MT12,2511MT13,2511MT14,2511MT15,2511MT16,2511MT17,2511MT18,"
269,24-09-2025,Wednesday,Morning,CB6106,308,"2421CH10,2421CH12,2422CB01,2422CB02,2422CB03,2422CB04,2422CB05,2422CB06,2422CE07,2511CB01,2511CB02,2511CB03,2511CB05,2511CB07,2511CB08,2521CB01,2521CB02,2521CB03,2521CB04,2521CB05,2521CB06,2521CB07,2521CB08,2521CB09,2521CB10,2521CB11,2521CB12,2521CB13,2521CE17,"
270,24-09-2025,Wednesday,Morning,MA472,308,"2101CS86,2201AI01,2201AI02,2201AI03,2201AI04,2201AI05,2201AI07,2201AI08,2201AI10,2201AI11,2201AI12,2201AI13,2201AI14,2201AI16,2201AI17,2201AI18,2201AI19,2201AI20,2201AI21,2201AI22,"
271,24-09-2025,Wednesday,Morning,ME2102,308,"2401AI56,2401CS88,2401CS94,2401EC58,2401EC59,"
